Word,Frequency
overlooked function,1
technology serving,1
could see,2
predefined values,1
practices change,1
governance models,1
artistic aspect,1
material practice,1
explicitly work,1
classic example,1
decision making,6
paradigms create,1
technological version,1
embraces automation,1
main lesson,1
defined kairos,1
political autonomy,1
tweetawatt /.,1
religious inclinations,1
means understanding,1
generative properties,2
cost diagnostics,1
biodiesel /.,1
support automation,1
thales insights,1
support artists,1
instauratio served,1
make meaning,1
national academy,1
even sites,1
hidden patterns,1
book iii,3
embraces time,1
goal embodied,1
automation supports,1
strict regulations,1
geeks experiments,1
commons preserving,1
industrial age,1
creative misuses,1
lived experience,1
society described,1
questions control,1
support time,1
local manufacturers,1
final restoration,1
negotiate personal,1
plato uses,1
philosophical transactions,1
philosophical reflections,2
playful interaction,1
future becomes,5
new introduction,1
rodrigues e,1
things arendt,1
natural fiber,1
paradigm ...,1
represent time,1
simple tool,1
foucault describes,1
power structures,6
citizens rather,1
business models,2
autonomy ).,1
embraces kairos,1
emphasize agency,1
regulatory technology,1
hardware,4
introduced hackerspaces,1
agonistic processes,1
future goals,1
alchemist transformation,1
innovation policy,2
economic crisis,1
support kairos,10
leibniz wrote,1
leibniz revived,1
leibniz compares,1
gatherings lead,1
reduces politics,3
explore things,1
define coordination,1
economic power,1
well documented,1
agamben used,1
premodern ideals,1
chiliastic ideals,1
technological disruption,2
serve plural,1
reliant lives,1
lifepatch22 etc,1
prototyping practices,2
rethinking control,1
current proposal,1
ml algorithms,1
dlt algorithms,1
transformations could,1
wang 2019,1
blockchain paradox,1
software development,2
supports kairos,6
kairos supports,1
promised efficiency,1
reduce politics,8
ideal algorithm,1
community outreach,1
hybrid engagement,1
combine code,1
resource sharing,1
nondigital institutions,1
institutions dedicated,1
participatory automation,2
automation reverse,1
citizens lose,1
citizens deciding,1
economic development,1
society ).,1
making environment,1
core problem,1
completely eliminates,1
62,2
26,1
vacuum airpump,1
unending ambitions,1
teleological ideal,2
structurally impossible,1
sophisticated way,1
promethean ambitions,3
personally responsible,1
partly responsible,1
paradoxical temporality,2
original artifact,1
microphysics plays,1
manual construction,1
leisurely misuses,1
guiding principles,1
giving flexibility,1
eight principles,1
design principles,1
alternative wishlists,1
instruments redefine,1
important ones,1
present automation,1
democratizing knowledge,2
magic infrastructure,1
political values,2
playful image,1
monopoly tool,4
social change,2
gradual process,2
leviathan promised,1
metaphors leads,1
controls everyone,1
networking device,1
future blockchain,1
particular rule,1
urban technology,1
present time,1
delgrado reveal,1
human micro,1
tinkering practices,1
political problem,1
political elites,1
political advancement,1
concrete individuals,2
take advantage,1
engage science,1
one future,1
even chronos,1
pervasive control,5
mythical control,1
connect cosmology,1
controlled environment,2
common meaning,1
kairos ceases,1
unique insights,1
paradigms capture,1
another example,2
prototyping defines,1
control based,2
radical uncertainty,1
instauratio includes,1
diy self,1
religious agendas,1
time media,1
virtuous makers,2
online content,1
makers use,1
makers immersed,1
full presence,1
content filtering,2
generative metaphors,1
market device,1
instruments enforce,1
true needs,1
surplus bellies,1
theoretical reason,4
social behavior,1
social aspirations,1
final causes,1
classic dichotomy,1
policy discussions,1
implies care,1
technological problem,1
technological park,1
mobilizing patrons,1
need tools,1
immutable laws,1
agamben uses,1
automation ).,1
old discussion,1
forgotten examples,3
social interaction,1
external structure,2
combine regulations,1
liberation rather,1
estrogens rather,1
archaeological rather,1
public exhibition,1
rethinking access,1
mit graduates,2
experimental iteration,1
embodied experiences,1
dominant model,1
robots ).,1
belly ).,1
3543889 ).,1
2016b ).,1
2016a ).,1
2012a ).,1
2011a ).,2
1995 ).,3
1994 ).,2
1983 ).,1
1980 ).,1
1955 ).,2
1944a ).,1
1933 ).,1
1871 ).,1
follow kpis,1
political metaphor,1
preferred form,1
scientific influences,1
allegory failed,1
obscure interests,2
teleological notions,2
enable automation,1
public time,3
time ).,1
device working,1
sandbox experience,1
direct experiences,1
direct access,1
metaphysical control,1
museum journal,1
writing popularized,1
vc investment,1
spectator set,1
specific set,1
simple icon,1
security flaws,1
productive concerns,1
nomadic family,1
mythic images,1
mineral consumption,1
microscopic images,1
michael latzer,1
japan envisioned,1
improvised ones,1
ieee security,1
geiger,2
family gathering,1
expert scientists,1
expert advice,1
coordinated attack,1
35,1
structure emerging,1
human experience,2
explicitly describe,1
questionable governance,1
planetary governance,1
nonalgorithmic governance,1
glorifying governance,1
experimentalist governance,2
anticipatory governance,3
liminal aspects,1
social opportunities,1
hackerspaces support,1
kairos ).,9
communal experiences,1
imposed chronos,1
chronos mocks,1
policy interests,1
imagined future,1
social knowledge,1
reduce personal,2
complex history,1
pragmatic approach,1
mythical figures,1
ideal positions,1
given ideal,1
day devil,1
micro scales,1
combine contemplation,1
whole society,1
future services,8
means challenging,1
contemplative life,1
prototypes broke,1
retreat based,1
optimization based,1
restore anything,1
serves monopolies,1
sundials becomes,1
applied logic,1
demiurges question,1
reduces matters,1
social transformation,2
html lim,1
2009 chancellor,1
technological ritual,1
2015 represented,1
science observed,1
true nature,1
siegfried zielinski,1
material culture,3
hybrid exchanges,1
expect citizens,1
social control,2
teleological concepts,2
ambiguous sez,1
avoiding regulation,1
first idea,1
chronos expressed,1
social action,21
hackerspace geeks,1
save social,1
combines technology,1
hybrid process,2
control anything,1
world saviors,1
world leader,1
transcendental world,1
create opportunities,1
democratizing innovation,1
common future,17
transformation bacon,1
simulation made,1
showed,2
improve access,1
contemporary sociology,1
005 crawford,1
code becomes,1
religious processes,1
work inspired,1
2001 work,1
complex web,1
makes intelligible,2
organization close,1
facilitates decision,1
present hackerspaces,3
western corporation,1
amulets designed,1
8 hassan,1
common interests,1
including leisure,1
liminal sez,1
shenzhen shenzhen,1
hollow rhetoric,1
critical inquiry,1
hackerspaces described,2
restoration imposed,1
city full,2
chronos defined,1
data developed,1
increase transparency,1
true heirs,1
particular situation,1
deprive everyone,1
model based,1
theological goal,1
define governance,6
universalistic notions,1
preconceived notions,1
potential traitors,1
2005 ).,5
ambiguous role,1
code became,1
reducing everything,1
sophistical practice,2
practice increasingly,1
emerging technology,2
aesthetic pleasures,1
opposing values,1
even dissent,2
defines meaning,1
future interpretation,1
future driven,1
makers explore,1
critique leading,1
critique frame,1
1958 critique,1
teleological order,1
social struggles,1
social experiences,1
social dreaming,2
social commitment,1
neoliberal dreams,1
holon ).,1
1987 ).,4
academy becomes,1
capture personal,1
teleological promises,4
reduced governance,1
governance reduced,2
neither tables,1
arbitrary result,1
crawford 2013,1
hybrid connections,1
teleological goal,2
wbeah30650 mellis,1
"""thingiverse .""""""",1
supervised environment,1
small group,2
productive environment,1
practitioners disagree,1
positive atheism,1
policies,2
parasite belly,1
nonhuman perspective,1
material universe,1
material conditions,2
marriage bed,1
lock criticizes,1
joint effort,1
htm barbiero,1
fragile objects,1
explicitly rejecting,1
explicit use,1
experiencing alternatives,1
ethics subjectivity,1
environment offers,1
emerge festival,1
coetzee identifies,1
cells using,1
banquet food,1
anarchistic folly,1
7113 filippi,1
32,1
164 dunne,1
00201749408602341 filippi,1
one hand,10
environments reject,1
scientific progress,2
etc .),7
values visible,1
otium ).,1
political vision,1
mere users,3
natural cycles,1
good intention,1
describes kairos,1
transputing concepts,1
canonical concepts,1
defining governance,3
main role,1
scientific casino,1
meaning making,1
prototype model,1
concrete regulations,1
war change,1
profoundly change,1
market raises,1
market incentives,1
market adoption,1
change occurred,1
technocratic insistence,1
novel idea,1
restoration defined,1
pervasive power,1
algorithms seem,1
democratizing future,1
show prototyping,2
hybrid visions,1
academy became,1
sets visible,1
true purpose,1
future based,3
material deliberation,1
communal agency,5
human sacrifice,1
ontological ideas,1
creates possibilities,1
workshops mocked,1
organize workshops,1
led astray,1
hour workshops,1
conflicting desires,1
calibration led,1
good metaphor,4
governance means,3
control citizens,1
artistic search,1
reshef kera,2
4_3 kera,1
261 kera,1
reduced decision,1
governance infrastructure,1
impersonal instrument,1
time becomes,4
4 latour,1
instauratio ).,4
emphasize kairos,1
could question,1
bridge divides,1
treacherous behavior,1
tinkerer controlling,1
start anew,1
propose multiplying,1
forgotten history,9
engineer controlling,1
politic,1
economic elites,1
speculative research,1
strong regulation,1
better regulation,1
technology imposed,1
technology controversies,2
balancing technology,1
using discovery,1
free society,2
science otium,1
opportunity outside,1
personal wellness,1
personal videos,1
personal inscriptions,1
facilitate personal,1
disregards personal,1
compromise personal,1
main function,3
instruments reject,1
political stability,1
used bottom,1
mere enactments,1
alternative views,2
kairos becomes,1
including connoisseurship,1
use prototyping,1
prototyping studied,1
prototyping saves,2
positions prototyping,1
investigate prototyping,1
show examples,1
liminal nature,1
early example,3
used time,1
policy value,1
monopoly infrastructure,1
agonistic ideal,1
μονοπωλία )’,1
wish )’,1
throwing )’,1
necessary consequence,1
necessary condition,3
leviathans,2
given order,5
dti )’,1
comic challenge,1
central challenge,1
cc created,1
technological myths,2
time became,2
metaphysical interests,1
promises omnipotence,1
explicitly reject,1
metaphors precede,1
ontological views,1
public opinion,2
primary goal,1
legitimate goal,1
definitive goal,1
created opportunities,1
2011b ).,2
1997b ).,2
making resisting,1
reproduce something,1
multiple micro,1
roman legislator,1
platonic one,1
rules rather,1
ended views,1
institutionalizing knowledge,1
indigenous knowledge,1
empirical knowledge,1
bodily knowledge,3
chronos ).,10
kairos became,1
privileged image,1
1676 image,1
algorithms leads,1
reduces everything,1
support experience,2
radical resistance,1
czech defined,1
collective aspirations,1
social power,1
situated automation,3
hybrid environment,1
protect citizens,1
use examples,5
transformation initiated,1
structural transformation,2
representing,1
radiation,1
philosopher ill,1
permanent transition,1
particular context,1
gardiner 2020,1
following passage,1
depriving everyone,1
avoiding error,1
influence science,1
artistic performances,1
governance represented,1
future making,16
total control,1
regain control,1
rational control,1
outcome control,1
indiscriminate control,1
excessive control,1
equal control,1
trying make,1
capture attitudes,1
free time,14
uses automation,1
aspirational value,1
social agency,60
failed attempts,1
satellites uses,1
difference uses,1
main problem,2
main difference,1
gabriella coleman,3
cosmological patterns,2
cosmological cycles,4
coleman examines,1
make time,1
transforms society,3
improving society,1
also eager,1
0 metaphors,2
participation rather,1
define personal,1
technology closer,1
ambiguous origins,1
property investment,1
thales anecdotes,1
uses time,1
combine chronos,1
social context,1
social aspects,1
0 rituals,2
cosmological time,1
semipublic platforms,1
current emphasis,1
transforms nature,2
better code,1
define prototyping,5
pop culture,1
prototyping serves,1
plato capture,1
internet terminologies,1
fairer internet,1
creative interpretations,1
creative encounters,1
reduce future,1
algorithms lead,2
programming language,1
pragmatic solution,1
neither cosmology,1
one purpose,1
almost pirated,1
restoration ).,1
anything close,1
paradigm reveals,1
prototyping infrastructures,1
data synchronization,1
hackerspace automation,1
communal acts,1
transforms values,1
aspirational values,1
utopian vision,1
private imagination,1
precarious lives,1
two biohackers,1
susskind 2018,1
larsson 2018,1
collective control,1
including today,3
williams 2019,1
vostal 2019,1
cummings 2019,1
hybrid prototyping,1
technological convergence,1
well describes,1
claim power,1
instauratio reenacts,1
collective action,7
prototypes increase,1
defining personal,2
better society,1
valuable lesson,1
user experiences,1
times 03,1
sudden demand,1
sherwood j,1
seek ways,1
s0007087407009466 ratto,1
rupture breaches,1
privileged access,1
paul w,2
night hunts,1
next iteration,1
mireille hildebrandt,1
medcom product,1
major breaches,1
loving memory,1
live freer,1
liberal democracy,1
legitimate outcomes,1
invoke law,1
indefinite course,1
highest degree,2
garden machinery,2
fluorescent organisms,1
external constraints,1
exponential growth,1
encyclopedic entries,1
eminent historian,1
discursive achievement,1
derek j,1
cyclical conception,1
court hearings,1
celtic night,1
authentic experiences,1
announce mealtimes,1
animal species,1
albrecht dürer,1
9781400831005 szabo,1
583819 ratto,3
3385153 hildebrandt,1
2053951716679679 morozov,1
041343 morozov,1
0008 lebniz,1
.; wang,1
reversal follows,1
molecular,2
makerspaces revives,1
hybrids,1
hirosue,1
advantageous,2
77,1
44,1
337,1
31,1
119,1
individual experience,1
complex r,1
impose algorithms,1
3 huang,1
transparent decision,1
common ground,1
common divisions,3
present pretend,1
present literature,1
main purpose,5
political progress,1
explore personal,1
forgotten role,1
market expectations,1
act together,1
radical idea,1
version 2,1
develop resilient,1
reilly media,1
reiterates plato,1
plato connoisseurs,1
teleological future,1
governance modeled,1
improve code,1
final ontology,1
perfect form,1
reducing society,1
technological progress,5
potential solution,1
news innovation,1
hamper innovation,1
test prototypes,1
hybrid transformation,1
philosophers thinking,1
keep experimenting,2
universe works,1
implies lawmaking,1
created conditions,1
progress ).,1
individual parole,1
society based,3
impose ontological,1
explicit rules,1
controls processes,1
community rather,1
ended process,2
chain infrastructure,1
natural flow,1
offer opportunities,1
better automation,1
prototyping discussed,2
value systems,1
religious visions,1
particular code,1
regulatory bodies,1
nature based,1
usual model,1
strong opinions,1
silvia lindtner,2
preferred model,2
model entailed,1
lindtner criticizes,1
hobbes proposed,1
coworking model,1
astronomical cycles,2
2858506 lindtner,1
2377789 lindtner,1
uncertainties ).,1
monadology ).,1
implemented ).,1
2012c ).,1
2009a ).,1
1969 ).,1
04 ).,1
gender politics,1
scholastic philosophy,1
divides society,1
emancipatory reasons,1
participants document,1
utopian claims,1
reducing values,1
artistic experiences,1
parasites lost,1
means tinkering,1
transforming society,1
offer examples,1
prototypes preserve,1
technology ).,3
depriving citizens,2
engage everyone,1
common purpose,2
private interests,3
precedents define,1
documentation,4
predicts everything,1
leveling everything,1
improve nature,1
chronos becomes,2
follow god,1
increase engagements,1
ideal community,2
combines ontology,1
prediction models,1
diverse needs,1
liminal sites,2
performance instead,1
automation based,1
vivid descriptions,1
puzzle solving,1
privacy commissioner,2
mythical kings,1
ideal way,1
ideal enact,1
grand narratives,1
emotional states,1
discovery express,1
demiurge paradox,1
communitas,2
reducing time,1
promised order,1
welcome prototypes,1
prototypes restates,1
baumlin 2002,2
philosophical discussion,1
demystify science,1
makerspaces including,1
agamben traces,1
ibid .).,36
society 3,1
sundial ruled,1
sundial pointed,1
disruptive technology,2
combine technology,1
reducing kairos,1
write history,1
absolute victory,1
present insistence,1
fiscal crisis,1
environmental crisis,1
antibiotic crisis,1
chronos became,1
automation 2,1
yielding power,1
seize power,1
power ∗.,2
power relations,2
power given,1
power dynamics,1
immense power,1
enormous power,1
divine power,1
decentralize power,1
artistic creation,1
preferred future,1
plural future,1
future unpredictable,1
future making77,1
future envisioned,1
future design,1
future application,1
apocalyptic future,1
ideal ontological,1
transform governance,1
playful metaphor,1
forgotten anxieties,1
includes chance,1
inspire members,1
pioneering work,2
monotonous work,1
manual work,1
gathering work,1
flexible work,1
prototyping guided,1
scientific revolution,1
governance rather,1
also want,1
development se,1
sharing knowledge,1
immediate interests,1
design interests,1
next discussion,1
need liminal,2
emphasizing agency,1
agency interpreted,1
support diversity,1
transformed readers,1
leisurely otium,2
clepsydra turned,1
sciences )’,1
offer precedents,1
rahwan 2018,1
everyday experience,2
preserve social,1
supports audits,1
step sideways,1
particular problem,1
materializing preexisting,1
improves quality,1
health,3
geographical context,1
free speech,1
environmental quality,1
conceptual explorations55,1
art gallery,1
49,1
46,1
social values,4
chronos obscure,1
one type,2
main insight,1
cosmological insight,1
reduce society,1
hybrid model,1
close reading,1
3 rejects,1
section 236d,1
sharing resources,4
collective power,1
fca describes,1
intangible insights,1
collective future,1
participants experience,1
‘,68
transformation guided,1
social elites,1
social divisions,1
social barriers,1
michel foucault,2
dreams bordering,1
kairos defines,1
defines kairos,1
ambiguous relation,1
limits imposed,1
community agree,1
processes signal,1
technology studies,2
instrumentation making,1
social time,1
makerspaces revive,2
ch vii,1
regulation occur,1
needed perspective,1
iterative way,1
iterative alternative,1
hard regulation,1
collective interests,1
important role,3
profit organization,2
unique experience,2
politics transform,1
collective agency,5
change lives,1
salomon house,1
liminal possibilities,1
ended practice,1
iterative process,1
innovation discussed,1
whereas bacon,1
bacon rejects,1
bacon insists,1
politics rather,1
technology transfer,1
predict phenomena,1
discussing examples,1
communities willing,1
political violence,1
p kahn,1
maintain order,1
hijack god,1
fulfils god,1
fulfills god,1
3040 huang,1
2218 huang,1
future infrastructures,6
engage citizens,3
citizens engage,2
time reduces,1
meyer describes,2
ideal subject,1
religious promises,1
tinkerers discussed,1
controlled time,2
sharing economy,1
marry magic,2
klepsydra becomes,1
individuals define,1
always part,1
individual cases,1
serves individuals,1
reduce time,1
social origins,1
"""),""",9
unique combination,1
community aspirations,1
cosmology supports,1
adapted protocols,1
conceptual metaphors,1
ontological certainty,1
perfect soul,1
service science,1
emphasized tinkering,1
ancestry ).,1
2012b ).,1
1998 ).,1
performs kairos,1
technology becomes,1
means resisting,1
makerspaces follow,1
time protocols,1
critique challenged,1
walter benjamin,2
transformative class,1
sundials recall,1
seeking,1
rich details,1
mere tricksters,1
men quitting,1
godly men,1
design probes,1
9789004230040 benjamin,1
contemporary hackerspaces,1
use today,1
explore future,1
prototypes preserves,1
shenzhen broke,1
demiurgoi shenzhen,1
change rather,1
limited experience,2
paradoxical role,1
governed city,1
central role,1
chain institutions,1
regula discussed,1
expresses agency,1
liminal experience,1
see diybio,1
prototyping process,1
future means,1
blockchain governmentality,1
ambiguous effect,1
making reject,1
softened version,1
mitigate risks,1
karl marx,1
acts economically,1
602293 marx,1
future infrastructure,1
think tomorrow,1
use code,1
translate code,1
readable code,1
programmed code,1
formalizes code,1
code interacts,1
’,10
surplus prone,1
strongest hand,1
ideal environment,1
teleological interpretations,1
one effect,1
prevent politics,1
futures 10,1
agency means,1
change governance,1
blockchain technology,4
contract,1
researchers focus,1
future stakeholders,1
weakening citizens,1
undermine citizens,1
divided citizens,1
discovery ).,1
future expectations,2
complex act,1
story leads,1
grau 2007,1
earlier kinds,1
communication technology,1
unreliable nodes,2
primary function,1
function independently,1
central function,1
aleatory function,1
need prototypes,5
future product,1
delgado shows,1
experiments end,1
prototyping rather,1
infrastructures closing,1
idealized cosmos,1
shenzhen model,1
working microcosm,1
clepsydra anecdotes,1
uncanny disruption,1
cosmological observation,1
waag society,1
society threatened,1
society ruled,1
society resembles,2
society relations,2
society offers,1
safeguard society,1
pathological society,1
disrupts society,1
communist society,1
classless society,3
bourgeois society,2
generative experiences,1
dreams offer,1
prototypes repeats,1
ananny 2016,1
make technology,1
ended tinkering,2
nature entered,1
transform knowledge,1
academy mobilized,1
makerspaces challenges,1
regulations inciting,1
curiosity fulfills,1
ended transformation,1
capture kairos,1
break social,1
uses genealogy,1
ignores matters,1
means preserving,1
world led,1
tinkering rather,1
mapping consensus,1
governance challenge,1
preserve continuity,1
science discovery,1
see social,1
made circuits,1
transformation rather,2
2022 ).,4
values dictated,1
stoics values,1
given values,1
embedding values,1
expert knowledge,8
whole idea,2
workshops prevent,1
accountable algorithms,2
sense becomes,1
community activism,1
action rather,1
transparent future,1
style automation,1
automation fevers,1
z38qn5zb5h nakamoto,1
writer problem,1
wisdom greater,1
wirtz,1
webcams turned,1
vjing performances54,1
vienna,1
valuable commodity,1
use gangsters,1
turkish head,1
topple industries,1
tommy surya,1
tinkerers modeled,1
temporal gaze,1
tax incentives,1
surfaced shadow,1
stop questioning,1
stands naked,1
small variations,1
shawn frayne,2
s0269889700000053 schneider,1
revmetaph1995491110 mennicken,1
reflective use,1
rational agents,1
rapid scaling,1
quote begins,1
proposals,1
prometheus books,1
plymouth ].,1
pierre bayle,1
physical hunger,1
penguin books,1
pdf macdowell,1
paxos parliament,1
patterns mediated,1
patterns analyzed,1
paradoxical inversion,1
overturn multi,1
observable cycles,1
nobody cares,1
nihilistic philosophies,1
needed access,1
met mirela,1
makerspaces problematizes,1
luciano floridi,1
lessons,1
law impossible,1
kings chosen,1
kickstarter >>,1
joshua pearces,1
johnson,1
iron etching,1
innate spirit,1
impressing merchants,1
immense size,1
ie,1
hour days,1
hindu comedy,1
heavens caused,1
giovanni botero,1
genealogically linked,1
fluid relations,1
fish tanks,1
factual,1
eric pan,1
equality summarize,1
epistemology,1
discusses,1
deterministic illusions,1
despite,1
design resolving,1
design problem,1
deficit model,2
cute problem,1
counter,1
cosmoscope suggested,1
constantly,1
constant wars,1
compelled repetition,1
cocomake7,1
clash enhances,1
canonical reflections,1
cannot keep,1
broadly affect,1
breeding ground,1
black boxes,1
bioelectronix exactly,1
bears witness,1
bay area,1
automatize democracy,1
atavistic guilt,1
artifex politicus,1
amino,1
ahistorical narrative,3
9_9 gromova,1
9789004284067_006 jagendorf,1
93,1
8a7e13622bb0 husserl,1
875770 duggett,1
875770 dolejsova,1
875767 rheinberger,1
67,1
563,1
3816455 faulkner,1
3700256 habermas,1
3359283 lehdonvirta,1
3090844 burk,1
2870776 jardine,1
1979584 warman,1
16073610509486382 madir,1
1354856515623865 liao,1
125,1
11101 rosen,1
103,1
100860 brundtland,1
0355 introna,1
02690940903319018 habermas,1
0199 weibel,1
0162243915587360 izwaini,1
0154 zacharias,1
007 kirby,1
00201749408602341 frayne,1
0001 hagendorff,1
.; jingfang,1
rule designed,1
ideal knowledge,1
take care,1
chronos defines,1
use time,6
unstructured time,2
time respects,1
time quantifies,1
time overrides,1
time measurement,3
time log,1
reclaiming time,1
real time,1
programmable time,1
measure time,2
liberate time,1
emphasizing time,1
prototypes rethink,1
business opportunities,1
save governance,1
rethink practices,1
taking advantage,1
empower patrons,1
find essential,1
kairos reconciles,1
kairos capitulates,1
direct experience,1
responsible innovation,1
automation drebbel,1
important moment,1
metaphor offers,1
demiurge metaphor,1
academy serves,1
full spectrum,2
drebbel stated,1
conceptual engagement,1
magic powers,1
hybrid function,1
ontology ).,1
mythical place,1
day geeks,1
communal experience,1
material possibilities,1
promise innovation,1
main result,1
ontology enable,1
either controls,1
norm rather,1
crises rather,1
mit fablabs,1
metaphorical origins,2
independent non,1
ritual dinner,1
concept borrowed,1
hybrid nature,1
transform meaning,1
real purpose,1
crawford 2012,1
technology driven,1
better technology,1
liberatory agenda,1
define automation,1
etc .).,3
set precedents,1
origin story,4
cultural influences,1
attract investment,1
teleological vision,2
longer serves,1
theoretical insights,1
governance mirroring,1
inspire citizens,1
define time,5
hackerspaces show,1
unifying metaphors,2
separating metaphors,1
save politics,1
explicit goal,1
ahistorical narratives,1
9781351166201 keller,1
669047 keller,1
2940307 keller,1
02802001 keller,1
theological necessity,1
reducing technology,1
serves r,1
essential role,6
opportune moment,1
given moment,1
cavoukian 2009,1
blinding moment,1
serves kairos,1
surplus citizens,2
democratizing technology,1
future community,1
alternative history,4
ideal meaning,1
big,1
power vacuum,1
patented part,1
personal interaction,1
promises led,1
measured impact,1
made apocalypse,1
kate crawford,2
3d,1
understanding nature,1
funding model,1
totalitarian ideals,1
hacktivist fantasies,1
model governance,1
governance model,2
apply algorithms,1
social experience,3
aesthetic agendas,2
2053951720904871 galison,1
kairos expresses,1
expresses kairos,1
important speech,1
decentralised infrastructure,1
cosmology became,1
without,4
describes ontology,1
means time,1
stage asleep,1
link rahwan,1
line 692,2
inherent risk,1
embraced risk,1
assembly line,1
1930s indonesia,1
necessary order,1
kit,2
social progress,1
imperfect process,1
increase participation,2
predictable future,1
business model,1
prophetic vision,1
theological restoration,2
future rather,4
tellurian age,1
plautus 1932,1
age immersed,2
ledger synchronization,1
around,1
direct result,2
kairos means,2
invited stakeholders,1
instauratio magna,1
understanding time,1
synchronize nodes,1
institution form,1
securing relationships,1
finished product,1
expect guarantees,1
activist attempt,1
wild animals,1
review,1
reality construction,1
disciplinary boundaries,1
conference,1
chronos challenges,1
save personal,1
impact society,1
3d692 aristotle,1
governance crisis,1
regulation process,1
bacon believed,1
promised automation,1
diverse range,1
hackerspaces define,1
6,3
imperfect form,1
practices question,1
mention one,1
supports negotiation,1
ideal future,8
essential point,1
inclusive innovation,1
things akiba,1
eat together,1
future visions,1
koren 2020,1
undemocratic takeover,1
tedious part,1
superficial desires,1
sharing problem,1
second part,1
s0009838800040386 maupin,1
n7 knorr,1
male appears,1
london hackerspace5,1
june,1
integral part,1
humanity informs,1
hacks,1
hack session,1
foster,1
doom humanity,1
bruno latour,1
accused,1
42,1
2248595 maupin,1
22,1
102,2
0306312709338325 knorr,1
pragmatic interests,1
rules observed,1
chronos results,1
chronos replaces,1
chronos regresses,1
chronos leading,1
chronos entails,1
chronos created,1
reduce technology,1
programming algorithms,1
infamous case,1
behavior signal,1
regulation rather,1
innovators rule,1
community probes,1
citizens act,1
public matter,1
paradigm entails,1
paradigm circumvent,1
change conditions,1
demands personal,1
anecdotes define,1
future decision,1
preserving rather,1
temporal aspect,1
specific type,1
intrinsic logic,1
european sciences,1
analogical logic,1
generative function,1
clear concept,2
hackerspaces explore,1
teleological progress,1
future politics,1
landels 1979,2
share risks,1
alternative version,1
explore paradoxes,1
uncanny relation,1
typical day,1
nonhuman level,1
meet,1
lost inventions,1
lab,4
ideal regulation,1
high,2
application level,1
along,2
3088303 atzori,1
2709713 atzori,1
leisure although,1
patented technology,2
useful knowledge,1
prioritize knowledge,1
performative knowledge,1
prototypes bridged,1
perfect society,1
coding freedom,2
holon discussed,1
discuss collisions,1
citizens understand,1
hackerspaces discussed,1
totalitarian politics,1
examples confirm,1
ask whether,1
perfect nature,2
semantic structure,1
networked structure,1
inferential structure,1
source,7
past practices,1
leibniz academy,1
nature serve,1
need hybrid,1
olinuxino /.,1
founding act,1
cost barriers,1
865593 pursuit,1
change history,1
making sense,2
visceral experience,1
sole experience,1
commodified experience,1
authentic experience,3
personal narratives,1
communitarian values,1
serve automation,2
future aspirations,1
although history,1
wild ontology,1
serve pluralistic,1
progress qualities,1
progress leading,1
1970s algorithms,1
transform society,7
community dealing,1
ed .),1
lose autonomy,1
ideal code,1
personal work,1
surprising,2
supposedly,1
sovereign,1
sociotechnical,1
rooms,1
ignore commitment,1
gottfried wilhelm,2
glass,1
economy leppälä,1
cautionary story,1
balances,1
aristophanes,1
65,1
timaeus dialogue,1
tell ppl,1
take part,2
statistical analysis,1
sex characteristics,1
recurring pattern,1
quite difficult,1
pupils believe,1
protestant bible,1
preliminary analysis,1
originally intended,1
last name,1
laser trap,1
land registries,1
jesters managed,1
injustices translated,1
infamous enslavement,1
impressing emperors,1
immediate benefits,1
hierarchical ordering,1
guiding principle,1
get pregnant,1
exclude failures,1
evaluation criteria,1
educational benefits,1
ecological economics,1
cycles needed,1
communitarian longing,1
clinical trials,1
christ waiting,1
alchemy offers,1
806523 allen,1
2668955 baudot,1
1980s separated,1
154193120004400137 wilkie,1
12102 delfanti,1
0963662504042690 taylor,1
0075 bénatouïl,1
describe hackers,1
automation process,1
enact time,2
personal agency,13
exchange process,1
future scenario,1
serve kairos,1
totalitarian rule,1
eternal rule,1
impose daos,1
break rules,1
wetting technology,1
use technology,1
technology corporations,1
omnipotent technology,1
microboards technology,1
authentic technology,1
2 cosmology,2
promise peace,1
promise objectivity,1
govern society,1
divide society,2
lawmaking discussed,1
save everything,2
future goal,1
shenzhen designers,1
enact kairos,1
discuss hybrid,1
leviathan appears,1
parodic attempts,1
hybrid structure,1
ideal society,2
today practice,1
sacred laws,1
predictable patterns,2
2069702 meyer,1
philip n,1
future control,1
interpreter rather,1
execute rather,1
developers rather,1
criticize rather,1
betrayal rather,1
embody values,1
describe practice,1
save history,2
predictable time,1
practices according,1
progress define,1
ambiguous ability,1
surplus class,1
uncertainty essential,1
essential part,1
preserving personal,1
achieve today,1
ritual process,1
communication 10,1
technical implementation,1
’.,2
weather simulator,1
weather cycles,2
security assessments,1
reversal ignores,1
environment needs,1
corrupt humans,1
century,1
governance responds,1
kairos rather,9
chain regulation,1
save agency,4
complex relationship,1
chronos rules,2
technology define,1
presented pragmatic,1
ideal equilibrium,1
atomist ideal,1
take place,2
pilot study,1
produce light,1
economic importance,1
socratic question,1
central question,1
latzer 2015,1
pocket,1
incontestable fact,1
entertaining events,1
empirical skills,1
designs,2
citizens modify,1
business incubator,1
technology infrastructures,1
teleological idea,1
moments matter,1
misuses power,1
future simulation,1
future fork,1
future belongs,1
medium enterprises,1
